 "i" , "p" , "o" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#composedBy" , "http://dockerpedia.inf.utfsm.cl/resource/ImageLayer/sha256%3A19beae4413cde22257f4ad124de7b19a91fd27863808944f3204c8dc0e3b388c" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#composedBy" , "http://dockerpedia.inf.utfsm.cl/resource/ImageLayer/sha256%3Ac6cc33bdeee2e85e4b08d94f176774acf1a23d93049e9f65cee9da20dbd6cf10" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#composedBy" , "http://dockerpedia.inf.utfsm.cl/resource/ImageLayer/sha256%3A13082765f971ae3a4a83a238f30a946dde02adb57576a1585cd0d17534fb9239" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxxf86vm-1%3A1.1.4-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxinerama-2%3A1.1.3-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxext-2%3A1.3.3-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libfontenc-1%3A1.1.3-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libsm-2%3A1.2.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxmu-2%3A1.1.2-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxaw-2%3A1.0.13-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libogg-1.3.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/ucf-3.0036" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxshmfence-1.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/yajl-2.1.0-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/x11-utils-7.7%2B3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxxf86dga-2%3A1.1.4-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxau-1%3A1.0.8-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/six-1.10.0-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxdamage-1%3A1.1.4-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/xft-2.3.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/jbigkit-2.1-3.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python-meld3-1.0.2-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/attr-1%3A2.4.47-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/acl-2.2.52-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/diffutils-1%3A3.3-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/shadow-1%3A4.2-3.1ubuntu5.3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-io-11.4-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/atk1.0-2.18.0-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libthai-0.1.24-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/xorg-sgml-doctools-1%3A1.11-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-credential-7.9-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-proxy-core-7.9-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python-idna-2.0-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxcomposite-1%3A0.4.4-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libgcrypt20-1.6.5-2ubuntu0.5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/voms-2.0.12-4build1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/s2tc-0~git20131104-1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/cyrus-sasl2-2.1.26.dfsg1-14build1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pegasus-4.8.5-1%2Bubuntu16" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/icu-55.1-7ubuntu0.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libcgroup-0.41-7ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pam-1.1.8-3.2ubuntu2.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libtool-2.4.6-0.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sysvinit-2.88dsf-59.3ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/util-linux-2.27.1-6ubuntu3.6" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gccgo-6-6.0.1-0ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libselinux-2.4-3build2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/curl-7.47.0-1ubuntu2.11" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/x11proto-core-7.0.31-1~ubuntu16.04.2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxcb-1.11.1-1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-ftp-control-6.8-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-sysconfig-6.9-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/systemd-229-4ubuntu21.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pcsc-lite-1.8.14-1ubuntu1.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gmp-2%3A6.1.0%2Bdfsg-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/json-c-0.11-4ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/ubuntu-keyring-2012.05.19" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/procps-2%3A3.3.10-4ubuntu2.4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/krb5-1.13.2%2Bdfsg-5ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python-ipaddress-1.0.16-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libffi-3.2.1-4" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sqlite3-3.11.0-1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/gdbm-1.8.3-13.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/makedev-2.3.1-93ubuntu2~ubuntu16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/ca-certificates-java-20160321ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/glibc-2.23-0ubuntu10" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-common-16.0-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-openssl-error-3.5-5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libusb-2%3A0.1.12-28" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/enum34-1.1.2-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/cups-2.1.3-4ubuntu0.5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/nspr-2%3A4.13.1-0ubuntu0.16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/python-cffi-1.5.2-1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/base-files-9.4ubuntu4.7" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libseccomp-2.3.1-2.1ubuntu2~16.04.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libcap-ng-0.7.7-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-xio-5.11-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/e2fsprogs-1.42.13-1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/at-spi2-atk-2.18.1-2ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libx11-2%3A1.6.3-1ubuntu2.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/lcms2-2.6-3ubuntu2.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sgml-base-1.26%2Bnmu4ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/sound-theme-freedesktop-0.8-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gsi-proxy-ssl-5.7-5" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/xorg-1%3A7.7%2B13ubuntu3.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libcap2-1%3A2.24-12" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/debianutils-4.7" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/pycurl-7.43.0-1ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/dbus-glib-0.106-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/globus-gram-client-13.12-3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libedit-3.1-20150325-1ubuntu2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxfixes-1%3A5.0.1-2" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/hicolor-icon-theme-0.15-0ubuntu1.1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libsemanage-2.3-1build3" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/mime-support-3.59ubuntu1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libxi-2%3A1.7.6-1" ,
 "http://dockerpedia.inf.utfsm.cl/resource/SoftwareImage/pegasus_workflow_images%3Apegasus-4.8.5" , "http://dockerpedia.inf.utfsm.cl/vocab#containsSoftware" , "http://dockerpedia.inf.utfsm.cl/resource/PackageVersion/libvorbis-1.3.5-3ubuntu0.2" ,
